[-1.61473334  0.41791266  1.52953875  1.42379344 -0.62877172 -1.01453614
 -1.58937669 -1.58518136 -1.96449935 -1.54833329],[-1.31086338 -1.78664076  1.76565242  1.08283806 -1.04263961 -1.65862489
 -1.3274684  -1.33705306 -0.93708611 -1.311571  ]
[-1.61473334  0.41567388  1.52569377  1.41914618 -0.62877887 -1.01458919
 -1.58937669 -1.58520854 -1.96440148 -1.54833329],[-1.31086338 -1.7764591   1.76329267  1.08554554 -1.04264271 -1.65861762
 -1.3274684  -1.33705688 -0.93788278 -1.311571  ]
[-1.61473334  0.4092328   1.52133691  1.41413355 -0.6287716  -1.0145613
 -1.58937669 -1.58518946 -1.96359646  0.69260418],[-1.31086338 -1.77212811  1.76046538  1.08785903 -1.04264414 -1.65864563
 -1.3274684  -1.33705723 -0.93841141 -2.31745648]
[-1.61473334  0.41467726  1.5150311   1.41201556 -0.62876874 -1.01457918
 -1.58937669 -1.58520281 -1.96324253  0.66489893],[-1.31086338 -1.77525663  1.75595629  1.09060597 -1.04263484 -1.65855289
 -1.3274684  -1.33706439 -0.93973267 -2.31229496]
[-1.61473334  0.41474456  1.51102555  1.40372491 -0.62877476 -1.01454186
 -1.58937669 -1.58521736 -1.96209133  0.66422319],[-1.31086338 -1.77514184  1.75405657  1.09375286 -1.04265141 -1.6586411
 -1.3274684  -1.33707571 -0.94101071 -2.31164074]
[-1.61473334  0.4147813   1.50585949  1.4014349  -0.62877709 -1.01464629
 -1.58937669 -1.58512771 -1.96121335  0.66413605],[-1.31086338 -1.77513778  1.75009584  1.09619665 -1.04264009 -1.65862155
 -1.3274684  -1.33695018 -0.94157356 -2.31224036]
[-1.61473334  0.4147726   1.50111544  1.39433062 -0.62877321 -1.01453602
 -1.58937669 -1.58512211 -1.96081352  0.66413605],[-1.31086338 -1.77513349  1.7473737   1.09907961 -1.0426358  -1.65861261
 -1.3274684  -1.33693385 -0.94159657 -2.31224036]
[-1.61473334  0.41478485  1.49480903  1.38982654 -0.62876976 -1.01454508
 -1.58937669 -1.58520281 -1.96137464  0.67318738],[-1.31086338 -1.77513111  1.74352169  1.10246873 -1.04264081 -1.65864623
 -1.3274684  -1.33707142 -0.94296837 -2.31191111]
[-1.61473334  0.41477379  1.48982847  1.38240981 -0.62877727 -1.0145278
 -1.58937669 -1.58520436 -1.96028328  0.6720081 ],[-1.31086338 -1.7751298   1.74046409  1.10568368 -1.04263794 -1.65862203
 -1.3274684  -1.33706236 -0.94437408 -2.30857444]
[-1.61473334  0.41477287  1.48481178  1.37802875 -0.62877703 -1.01457942
 -1.58937669 -1.58513951 -1.95980632  0.66418844],[-1.31086338 -1.77514148  1.73700929  1.10895741 -1.04264235 -1.6586436
 -1.3274684  -1.33696115 -0.94701886 -2.30025959]
[-1.61473334  0.41476744  1.44417238  1.33731174 -0.62877327 -1.01455486
 -1.58937669 -1.58521509 -1.84441829  0.65719646],[-1.31086338 -1.77513576  1.71183622  1.13217866 -1.04264665 -1.65863991
 -1.3274684  -1.33707583 -1.06393707 -2.30002403]
[-1.61473334  0.4147715   1.4401809   1.33302414 -0.62876683 -1.01454651
 -1.58937669 -1.58521461 -1.78902054  0.65719646],[-1.31086338 -1.77513015  1.709005    1.13508797 -1.04264033 -1.65862405
 -1.3274684  -1.33706439 -1.11864507 -2.30002403]
[-1.61473334  0.41473293  1.43530202  1.32620704 -0.62876654 -1.01454973
 -1.58937669 -1.58520949 -1.68197262  0.65719646],[-1.31086338 -1.77512884  1.70614052  1.13785112 -1.04264188 -1.65863073
 -1.3274684  -1.33706939 -1.22920489 -2.30002403]
[-1.61473334  0.41476837  1.4292407   1.32531953 -0.62877238 -1.01453698
 -1.58937669 -1.58521259 -1.64138389  0.65719646],[-1.31086338 -1.77512944  1.70183265  1.14037716 -1.04264021 -1.65862942
 -1.3274684  -1.33707583 -1.30561519 -2.30002403]
[-1.61473334  0.41476342  1.42571688  1.31806993 -0.62877184 -1.01453745
 -1.58937669 -1.58518696 -1.63527691  0.65719646],[-1.31086338 -1.7751193   1.70016563  1.14287889 -1.04263425 -1.65862012
 -1.3274684  -1.33706558 -1.31816411 -2.30002403]
[-1.61473334  0.41473657  1.4209671   1.31366396 -0.62876737 -1.01452696
 -1.58937669 -1.58525848 -1.5996846   0.65719646],[-1.31086338 -1.77512789  1.69700027  1.14597404 -1.04264176 -1.65865886
 -1.3274684  -1.33701599 -1.31155002 -2.30002403]
[-1.61473334  0.41595361  1.41535914  1.30796385 -0.62876338 -1.01453066
 -1.62224925 -1.58524013 -1.57142496  0.62450624],[-1.31086338 -1.77496016  1.69328618  1.14846683 -1.04264891 -1.65862763
 -1.32156909 -1.33665121 -1.30923009 -2.19423652]
[-1.61473334  0.53181744  1.37057698  1.25877059 -0.62876815 -1.01460838
 -1.6077435  -1.58524013 -1.64243174  0.74646425],[-1.31086338 -1.62089813  1.66296327  1.17480779 -1.04264677 -1.65861106
 -1.32151186 -1.33665121 -1.28989279 -2.14391875]
[-1.61473334  0.44904771  1.34971273  1.2313863  -0.62876511 -1.01454616
 -1.60724056 -1.58524013 -1.64243174  0.72164869],[-1.31086338 -1.57913256  1.65546334  1.19008422 -1.04264092 -1.65862191
 -1.32128906 -1.33665121 -1.28989279 -2.14110208]
[-1.61473334  0.46616215  1.3433404   1.23059201 -0.62876779 -1.01456475
 -1.60721433 -1.58524013 -1.64243174  0.65602994],[-1.31086338 -1.58194029  1.65397859  1.19498336 -1.04263961 -1.65864122
 -1.32131433 -1.33665121 -1.28989279 -2.11085176]
[-1.61473334  0.54870737  1.32101727  1.22305512 -0.62876874 -1.01453435
 -1.60758495 -1.58524013 -1.64243174  0.58724314],[-1.31086338 -1.62933779  1.6365422   1.20996344 -1.04264462 -1.65862596
 -1.32126904 -1.33665121 -1.28989279 -2.08639216]
[-1.61473334  0.54906458  1.31722093  1.22095382 -0.62876731 -1.01454389
 -1.60760033 -1.58524013 -1.64243174  0.58771819],[-1.31086338 -1.64697909  1.63324809  1.21198463 -1.04263878 -1.65862751
 -1.32133448 -1.33665121 -1.28989279 -2.08651829]
[-1.61473334  0.54467922  1.31219268  1.21959186 -0.62876356 -1.01455557
 -1.60760033 -1.58524013 -1.64243174  0.58771819],[-1.31086338 -1.66633153  1.62863469  1.21415365 -1.04264045 -1.65864265
 -1.32133448 -1.33665121 -1.28989279 -2.08651829]
[-1.61473334  0.51061493  1.30078924  1.21224701 -0.62877005 -1.01458192
 -1.60664248 -1.58524013 -1.64243174  0.59038788],[-1.31086338 -1.68809617  1.62189865  1.21909285 -1.04264045 -1.65859139
 -1.32154489 -1.33665121 -1.28989279 -2.09315109]
[-1.61473334  0.48747727  1.29588139  1.21189117 -0.62876713 -1.01452255
 -1.60664248 -1.58524013 -1.64243174  0.59038788],[-1.31086338 -1.6854198   1.62036288  1.22179282 -1.04264581 -1.65863287
 -1.32154489 -1.33665121 -1.28989279 -2.09315109]
[-1.61473334  0.46737698  1.29020047  1.20673501 -0.62877256 -1.01452827
 -1.60664248 -1.58524013 -1.64243174  0.59038788],[-1.31086338 -1.66993356  1.61788964  1.22260129 -1.04264557 -1.65862954
 -1.32154489 -1.33665121 -1.28989279 -2.09315109]
[-1.61473334  0.45822263  1.284361    1.19336057 -0.62876672 -1.01453793
