[-1.21739519 -1.12407029 -0.94424289 -1.27088284 -0.65760696 -1.10124326
 -1.00785637 -0.94573277 -1.05292821 -1.44054699],[ 0.48533222 -0.68095928 -0.67322499 -0.26595682 -0.97225356 -0.14324562
 -0.24654351 -0.15338805 -0.43446648 -0.43823543]
[-1.21733201 -1.12404525 -0.94423848 -1.27084422 -0.65760309 -1.1012454
 -1.00785601 -0.94572699 -1.05292189 -1.44048655],[ 0.48535272 -0.68093449 -0.67320615 -0.2659241  -0.97224748 -0.14327241
 -0.24654755 -0.15338457 -0.43445802 -0.43835697]
[-1.21737647 -1.11930168 -0.94054812 -1.27398419 -0.65761048 -1.1014502
 -0.99802905 -0.94706601 -1.03949893 -1.4465462 ],[ 0.48528552 -0.69421494 -0.68456566 -0.24584989 -0.97225195 -0.13077852
 -0.23939265 -0.15327741 -0.41843975 -0.45795432]
[-1.21739447 -1.11317205 -0.93353397 -1.27547467 -0.65760922 -1.1003027
 -0.98104793 -0.94851011 -1.02921581 -1.45076823],[ 0.48533478 -0.71604306 -0.70786917 -0.22994582 -0.97225422 -0.11741799
 -0.22685543 -0.16047369 -0.40500376 -0.47469854]
[-1.21739078 -1.11116338 -0.93134677 -1.27499509 -0.65761572 -1.09928203
 -0.9792307  -0.94787687 -1.02307653 -1.45321536],[ 0.48528799 -0.72372502 -0.7149601  -0.2252077  -0.9722535  -0.11152346
 -0.22612561 -0.162074   -0.39801112 -0.48301443]
[-1.21738327 -1.10760117 -0.92875987 -1.2736938  -0.65760368 -1.09782779
 -0.97736728 -0.9475559  -1.01388097 -1.4570204 ],[ 0.48528951 -0.73351121 -0.72387707 -0.22195402 -0.97224641 -0.10515832
 -0.22669731 -0.16183314 -0.38707855 -0.49653372]
[-1.21737635 -1.10752487 -0.92879176 -1.27334297 -0.65766191 -1.09809518
 -0.97743362 -0.947586   -1.00869536 -1.45951474],[ 0.48526832 -0.73343956 -0.72384012 -0.22278363 -0.97222221 -0.10653357
 -0.22677299 -0.16184375 -0.38073808 -0.50442296]
[-1.21737587 -1.1076138  -0.92877126 -1.27333748 -0.65760469 -1.09844911
 -0.97741145 -0.94760793 -1.00271535 -1.4618541 ],[ 0.48529467 -0.73348874 -0.72381425 -0.22277558 -0.9722451  -0.10792248
 -0.22678152 -0.16184624 -0.37360215 -0.51283139]
[-1.21738899 -1.10590339 -0.92960227 -1.28065455 -0.65765303 -1.09849954
 -0.97879088 -0.94108248 -0.97833949 -1.44603407],[ 0.48527363 -0.72986478 -0.71764129 -0.21118359 -0.97225201 -0.10798816
 -0.22416815 -0.1650334  -0.35620937 -0.45596379]
[-1.21738577 -1.10522938 -0.93224066 -1.28377151 -0.65769261 -1.09843731
 -0.98176181 -0.9473142  -0.97308308 -1.43464565],[ 0.48529622 -0.72724104 -0.70975661 -0.20472895 -0.97217858 -0.10792762
 -0.22230826 -0.16130431 -0.35101333 -0.41498542]
[-1.21736443 -1.10465789 -0.93465072 -1.28711498 -0.65765113 -1.09843981
 -0.98176181 -0.95006287 -0.97359699 -1.43466687],[ 0.48528537 -0.72434664 -0.70293868 -0.196024   -0.9722411  -0.10792948
 -0.22230826 -0.16030072 -0.34031996 -0.39988288]
[-1.21738064 -1.10459077 -0.93664974 -1.28788126 -0.65760744 -1.09845185
 -0.98176181 -0.95446795 -0.97577316 -1.43703699],[ 0.48528644 -0.72426158 -0.69802821 -0.19327208 -0.97225082 -0.10792075
 -0.22230826 -0.15749252 -0.33502725 -0.43381339]
[-1.21737158 -1.10441232 -0.93674374 -1.28899515 -0.65760046 -1.09815001
 -0.98176181 -0.95606476 -0.97755361 -1.42787039],[ 0.48526832 -0.72288406 -0.69644874 -0.18945035 -0.97224975 -0.10618341
 -0.22230826 -0.15638225 -0.33349764 -0.45187896]
[-1.21737933 -1.10769784 -0.93555456 -1.29047942 -0.65760273 -1.0975306
